provider,source_id,display_zoom,source_zoom,tile_x,tile_y,tile_url,layer_name,feature_index,mvt_id,geometry_type,properties_json,geometry_wkt,fetched_at
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,249,250,LineString,"{""captured_at"": 1185890621000, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""s6qEGRnGzjN82FNh23ZxhQ"", ""image_id"": 306451941001115, ""is_pano"": false, ""quality_score"": 0.6598}","LINESTRING (4.41773772 51.93788235, 4.41799521 51.93757808, 4.41734076 51.93755824, 4.41709399 51.93763100, 4.41612840 51.93752516)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,250,251,LineString,"{""captured_at"": 1419341805000, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""u19eag74erseu5jiztq2j3"", ""image_id"": 593253371653878, ""is_pano"": false, ""quality_score"": 0.6535908096280088}","LINESTRING (4.42344546 51.94426488, 4.42710400 51.94107042, 4.43201780 51.93657266, 4.43577290 51.93362241, 4.43709254 51.93245152, 4.43731785 51.93215383, 4.43744659 51.93185614, 4.43744659 51.93154522, 4.43732858 51.93125414, 4.43706036 51.93098952, 4.43666339 51.93076459, 4.42993641 51.92779411, 4.41959381 51.92360600, 4.41817760 51.92313622, 4.41742659 51.92295095, 4.41665411 51.92280538, 4.41510916 51.92263335, 4.41352129 51.92265320, 4.41274881 51.92275907, 4.41121459 51.92307667, 4.41049576 51.92330825, 4.40914392 51.92383758, 4.40605402 51.92528658, 4.40471292 51.92582251, 4.40402627 51.92604746, 4.40183759 51.92659660, 4.39956307 51.92701342, 4.39798594 51.92715897, 4.39646244 51.92723175, 4.39453125 51.92719205)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,251,252,LineString,"{""captured_at"": 1652023293000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""uj0HcBGn8E4rbxNplLsvZA"", ""image_id"": 768102354522028, ""is_pano"": false, ""quality_score"": 0.2781428571428571}","LINESTRING (4.40562487 51.92408901, 4.40400481 51.92324209)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,252,253,LineString,"{""captured_at"": 1753870312920, ""creator_id"": 106617448243381, ""foot"": false, ""id"": ""OVcyK3uGz6nqBMCgbkZ5vd"", ""image_id"": 733518112772203, ""is_pano"": false, ""quality_score"": 0.7724850000000001}","LINESTRING (4.41198707 51.93119460, 4.41146135 51.93190906, 4.41128969 51.93258383, 4.41186905 51.93531585, 4.41167593 51.93759792, 4.41128969 51.93869592, 4.41074252 51.93974760, 4.41063523 51.93980051, 4.41047430 51.93980051, 4.40597892 51.93886790)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,253,254,LineString,"{""captured_at"": 1499274140224, ""creator_id"": 103054968604494, ""foot"": false, ""id"": ""SsNdwE66RS7pjs4SHpJkAg"", ""image_id"": 1966406003499980, ""is_pano"": false, ""quality_score"": 0.5600402684563759}","LINESTRING (4.41145062 51.92146879, 4.41258788 51.92117764, 4.41427231 51.92085341, 4.41663265 51.92057550, 4.41699743 51.92056888, 4.42470074 51.92105192, 4.42563415 51.92115779, 4.42659974 51.92132322, 4.42838073 51.92141585, 4.43209291 51.92173346, 4.43315506 51.92170700, 4.43391681 51.92181948, 4.43639517 51.92199152, 4.43846583 51.92222973)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,254,255,LineString,"{""captured_at"": 1694959159000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""rE0H1VGwiefJ93YAdxZPao"", ""image_id"": 1088481969225446, ""is_pano"": false, ""quality_score"": 0.3642972972972973}","LINESTRING (4.42339182 51.94426488, 4.42962527 51.93874222)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,255,256,LineString,"{""captured_at"": 1617889688216, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""k6pzrc3rnefswi6ukwg5c7"", ""image_id"": 827070551233079, ""is_pano"": false, ""quality_score"": 0.6595990016638936}","LINESTRING (4.43846583 51.93161798, 4.43554759 51.93415823, 4.43229675 51.93665203, 4.42485094 51.94314717, 4.42363858 51.94426488)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,256,257,LineString,"{""captured_at"": 1711725130518, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""CHK1UNSGXfjJduep5cFT26"", ""image_id"": 353558517684826, ""is_pano"": true, ""quality_score"": 0.77787631831256}","LINESTRING (4.42725420 51.94087200, 4.43173885 51.93685047, 4.43460345 51.93446252, 4.43662047 51.93270290, 4.43716764 51.93217368, 4.43735003 51.93189583, 4.43726420 51.93167752, 4.43730712 51.93139968, 4.43725348 51.93132691, 4.43533301 51.93103582, 4.43447471 51.93085059, 4.43438888 51.93075136, 4.43448544 51.93059920, 4.43448544 51.93042719, 4.43431377 51.93010303, 4.43407774 51.92991118, 4.43331599 51.92951423, 4.43065524 51.92831015, 4.42526937 51.92608054, 4.42457199 51.92584897, 4.42369223 51.92547184, 4.42359567 51.92532628, 4.42408919 51.92516749, 4.42431450 51.92517411, 4.42462564 51.92496238, 4.42698598 51.92271937, 4.42765117 51.92199814, 4.42786574 51.92189889, 4.42863822 51.92171361, 4.42880988 51.92158789, 4.42893863 51.92064828, 4.42885280 51.92052918, 4.42632079 51.92072769)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,257,258,LineString,"{""captured_at"": 1664610725000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""a6opgUlWK4OscGR2VAjxMz"", ""image_id"": 192430486524476, ""is_pano"": false, ""quality_score"": 0.4533636363636363}","LINESTRING (4.43841219 51.93226629, 4.43817616 51.93233906, 4.43699598 51.93341734, 4.43623424 51.93403255, 4.43267226 51.93650651, 4.42791939 51.94056114)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,258,259,LineString,"{""captured_at"": 1664610786000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""CTANkFsbgoWOzcMwiKaumL"", ""image_id"": 1107438269891324, ""is_pano"": false, ""quality_score"": 0.5011511627906976}","LINESTRING (4.42716837 51.94121593, 4.42363858 51.94426488)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,259,260,LineString,"{""captured_at"": 1493027941804, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""JovsJFcrHneHKogcXx56-w"", ""image_id"": 305190157798436, ""is_pano"": false, ""quality_score"": 0.6803167082294261}","LINESTRING (4.42326307 51.93489250, 4.42156792 51.93411193, 4.41993713 51.93347026, 4.41918612 51.93331811, 4.41885352 51.93319904, 4.41673994 51.93230598, 4.41635370 51.93202152, 4.41607475 51.93204799, 4.41591382 51.93213398, 4.41465855 51.93343719, 4.41345692 51.93447575, 4.41312432 51.93458159, 4.41167593 51.93464774, 4.41154718 51.93458821, 4.41145062 51.93436991, 4.41112876 51.93218691, 4.41137552 51.93151875, 4.41169739 51.93104244, 4.41212654 51.93057274, 4.41213727 51.93049335, 4.41207290 51.93043381, 4.41018462 51.92981194, 4.40978765 51.92947454, 4.40859675 51.92910406, 4.40809250 51.92885266, 4.40791011 51.92881296, 4.40733075 51.92922314, 4.40714836 51.92944146, 4.40433741 51.93461467, 4.40423012 51.93467420, 4.40398335 51.93467420, 4.40122604 51.93410531, 4.40085053 51.93406562, 4.40039992 51.93485281, 4.40012097 51.93519678, 4.40003514 51.93521663, 4.39963818 51.93512402, 4.39916611 51.93491896, 4.39890862 51.93491234, 4.39874768 51.93501818, 4.39854383 51.93551430, 4.39735293 51.93767068, 4.39712763 51.93776990, 4.39453125 51.93796834)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,260,261,LineString,"{""captured_at"": 1449922698548, ""creator_id"": 104936231743028, ""foot"": false, ""id"": ""2XLy-ws6u_z5Rlbr0UjpSw"", ""image_id"": 930933970790618, ""is_pano"": false, ""quality_score"": 0.5964219178082193}","LINESTRING (4.42340255 51.94426488, 4.43214655 51.93660573, 4.43368077 51.93540184, 4.43531156 51.93425084, 4.43776846 51.93213398, 4.43812251 51.93184952, 4.43846583 51.93167752)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,261,262,LineString,"{""captured_at"": 1664610360000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""cYl15xCIkUgQ6V0oyLHMGS"", ""image_id"": 2133194643509369, ""is_pano"": false, ""quality_score"": 0.5552037037037038}","LINESTRING (4.42882061 51.91925207, 4.42926049 51.91921236)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,262,263,LineString,"{""captured_at"": 1185890447000, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""FpFdBdyGaJa_bZP3EVBUiw"", ""image_id"": 463313388228704, ""is_pano"": false, ""quality_score"": 0.6425000000000001}","LINESTRING (4.41889644 51.93874884, 4.41887498 51.93870915)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,263,264,LineString,"{""captured_at"": 1652023065500, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""x1lOdAB9i5X8pZsmMPu2zn"", ""image_id"": 531734555216240, ""is_pano"": false, ""quality_score"": 0.3233666666666667}","LINESTRING (4.41154718 51.93454852, 4.41141844 51.93362903, 4.41115022 51.93266321, 4.41112876 51.93224645, 4.41134334 51.93163783, 4.41171885 51.93105567, 4.41204071 51.93068520)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,264,265,LineString,"{""captured_at"": 1476013240043, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""hwq7sdsre8x40vwlpnilw8"", ""image_id"": 516894236019541, ""is_pano"": false, ""quality_score"": 0.7242257742257743}","LINESTRING (4.42334890 51.94426488, 4.42734003 51.94075956, 4.42821980 51.93991956, 4.43215728 51.93650651, 4.43554759 51.93381425, 4.43698525 51.93255736, 4.43736076 51.93208768, 4.43746805 51.93175691, 4.43735003 51.93128060, 4.43697453 51.93089028, 4.43660975 51.93069182, 4.43482876 51.92995748, 4.43188906 51.92864095, 4.42024827 51.92384420, 4.41849947 51.92322885, 4.41742659 51.92292449, 4.41593528 51.92269952, 4.41439033 51.92263997, 4.41324234 51.92269952, 4.41208363 51.92285832, 4.41097856 51.92310975, 4.40958381 51.92359277, 4.40610766 51.92518072, 4.40513134 51.92559094, 4.40339327 51.92615993, 4.40150499 51.92662307, 4.39906955 51.92701342, 4.39786792 51.92709943, 4.39626932 51.92715236, 4.39453125 51.92707958)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,265,266,LineString,"{""captured_at"": 1450695869171, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""G-yijAnyGnm4DRLdpCg8-Q"", ""image_id"": 217226336516240, ""is_pano"": false, ""quality_score"": 0.6192424242424243}","LINESTRING (4.43846583 51.93122106, 4.43688869 51.93068520, 4.43592310 51.93030811, 4.42314506 51.92508148, 4.41913247 51.92350013, 4.41845655 51.92326855, 4.41771626 51.92308329, 4.41696525 51.92293772, 4.41537738 51.92275907, 4.41376805 51.92274583, 4.41296339 51.92281200, 4.41219091 51.92291125, 4.41072106 51.92327517, 4.40932631 51.92380450, 4.40671921 51.92499546, 4.40470219 51.92580266, 4.40327525 51.92625256, 4.40177321 51.92661645, 4.39943433 51.92700680, 4.39791083 51.92714574, 4.39630151 51.92721190, 4.39453125 51.92718544)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,266,267,LineString,"{""captured_at"": 1468665298441, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""477zzpgiw5s4gscyk76enf"", ""image_id"": 234435771774135, ""is_pano"": false, ""quality_score"": 0.6436897321428571}","LINESTRING (4.42332745 51.94426488, 4.42730784 51.94079924, 4.43159938 51.93685709, 4.43338037 51.93540184, 4.43530083 51.93394655, 4.43700671 51.93250444, 4.43736076 51.93202814, 4.43745732 51.93169737, 4.43743587 51.93152537, 4.43727493 51.93120121, 4.43695307 51.93091013, 4.43295121 51.92914375, 4.43033338 51.92803229, 4.41948652 51.92363247, 4.41842437 51.92326194, 4.41767335 51.92307005, 4.41691160 51.92291787, 4.41573143 51.92275907, 4.41451907 51.92269952, 4.41330671 51.92276568, 4.41213727 51.92290464, 4.41101074 51.92315607, 4.40961599 51.92364570, 4.40605402 51.92528658, 4.40503478 51.92569018, 4.40325379 51.92625918, 4.40175176 51.92661645, 4.39916611 51.92703988, 4.39802885 51.92713251, 4.39617276 51.92722513, 4.39453125 51.92718544)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,267,268,LineString,"{""captured_at"": 1533674965000, ""creator_id"": 105625645010245, ""foot"": false, ""id"": ""frijy6g1373ujnkjg0t8wr"", ""image_id"": 922292081671063, ""is_pano"": false, ""quality_score"": 0.125}","LINESTRING (4.42843437 51.93433684, 4.42840219 51.93442283)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,268,269,LineString,"{""captured_at"": 1647699156763, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""xzdCp6J4vQeNGqlnfVAIWD"", ""image_id"": 4920552311359009, ""is_pano"": false, ""quality_score"": 0.7469411764705882}","LINESTRING (4.43232894 51.93669172, 4.43137407 51.93749871)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,269,270,LineString,"{""captured_at"": 1499273923333, ""creator_id"": 103054968604494, ""foot"": false, ""id"": ""g5lxw7bnsu3eygmd83al1l"", ""image_id"": 572160723748280, ""is_pano"": false, ""quality_score"": 0.434375}","LINESTRING (4.39453125 51.93584504, 4.39696670 51.93153198)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,270,271,LineString,"{""captured_at"": 1752837781908, ""creator_id"": 103198898589938, ""foot"": false, ""id"": ""G2VfZ3ivIWtrHQdb65hBeO"", ""image_id"": 641433772312420, ""is_pano"": false, ""quality_score"": 0.5442434210526317}","LINESTRING (4.39801812 51.92940838, 4.39762115 51.93001041, 4.39654827 51.93207445, 4.39586163 51.93313951, 4.39508915 51.93419131, 4.39453125 51.93522986)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,271,272,LineString,"{""captured_at"": 1533675027000, ""creator_id"": 105625645010245, ""foot"": false, ""id"": ""cxone1bgxqbhnpio6s5sfe"", ""image_id"": 206407101048365, ""is_pano"": false, ""quality_score"": 0.1735}","LINESTRING (4.42552686 51.93855702, 4.42547321 51.93860994)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,272,273,LineString,"{""captured_at"": 1691831538666, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""0ZolIyYv3rAfgeVj8N1tdX"", ""image_id"": 849594982844216, ""is_pano"": false, ""quality_score"": 0.40008241758241764}","LINESTRING (4.42341328 51.94426488, 4.43164229 51.93703568)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,273,274,LineString,"{""captured_at"": 1491298365000, ""creator_id"": 110475481178603, ""foot"": false, ""id"": ""aqavjwbsyi4wkrxwqbx37o"", ""image_id"": 783879695602241, ""is_pano"": false, ""quality_score"": 0.66445}","LINESTRING (4.42334890 51.94426488, 4.43184614 51.93677110, 4.43310142 51.93572597, 4.43589091 51.93356288, 4.43790793 51.93177675, 4.43846583 51.93136660)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,274,275,LineString,"{""captured_at"": 1691831538666, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""byvQgp30rEndOU6uKjJV8c"", ""image_id"": 942160273514446, ""is_pano"": false, ""quality_score"": 0.44326519337016573}","LINESTRING (4.42341328 51.94426488, 4.43159938 51.93707537)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,275,276,LineString,"{""captured_at"": 1534504157000, ""creator_id"": 105625645010245, ""foot"": false, ""id"": ""1sbefqwoxkxvngo5ecff2d"", ""image_id"": 289757026195562, ""is_pano"": false, ""quality_score"": 0.7207362637362636}","LINESTRING (4.41868186 51.94426488, 4.41918612 51.94373579, 4.41994786 51.94322654, 4.42134261 51.94184425, 4.42179322 51.94077940, 4.42181468 51.94053468, 4.42164302 51.94007169, 4.42167521 51.93996586, 4.42184687 51.93991295, 4.42245841 51.93989972, 4.42334890 51.94029657, 4.42364931 51.94035610, 4.42720056 51.93699600, 4.42769408 51.93638083, 4.42877769 51.93352318, 4.42888498 51.93335119, 4.43139553 51.93239860, 4.43462491 51.93064551, 4.43473220 51.93064551, 4.43503261 51.93083074, 4.43523645 51.93089690, 4.43741441 51.93118798, 4.43762898 51.93114829, 4.43803668 51.93088367, 4.43846583 51.93074474)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,276,277,LineString,"{""captured_at"": 1534933469589, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""akoy2bqu82iki9qtmqxa0g"", ""image_id"": 560686471566957, ""is_pano"": false, ""quality_score"": 0.6774385614385615}","LINESTRING (4.39453125 51.93801464, 4.39675212 51.93784927, 4.39737439 51.93784266, 4.39757824 51.93796834, 4.39808249 51.93857686, 4.39831853 51.93868931, 4.39976692 51.93911263, 4.40121531 51.93997248, 4.40165520 51.94012460, 4.40228820 51.94023704, 4.40258861 51.94020397, 4.40281391 51.94022382, 4.41381097 51.94251225, 4.41390753 51.94260485, 4.41389680 51.94343156, 4.41384315 51.94396065, 4.41370368 51.94426488)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,277,278,LineString,"{""captured_at"": 1694967976000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""ogYXwsEu6HRkfNIx9UGqcA"", ""image_id"": 850230003350772, ""is_pano"": false, ""quality_score"": 0.34564893617021275}","LINESTRING (4.43753242 51.92557770, 4.43846583 51.92678847)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,278,279,LineString,"{""captured_at"": 1664610725000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""BNSWx4aRYZohg2AHeQm31c"", ""image_id"": 649094353231513, ""is_pano"": false, ""quality_score"": 0.3830151515151516}","LINESTRING (4.43841219 51.93226629, 4.43817616 51.93233906, 4.43699598 51.93341734, 4.43623424 51.93403255, 4.43267226 51.93650651, 4.42791939 51.94056114)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,279,280,LineString,"{""captured_at"": 1694959281000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""sbz063XhfrRIjomw98TpHD"", ""image_id"": 358909443127609, ""is_pano"": false, ""quality_score"": 0.4768070175438597}","LINESTRING (4.43798304 51.93086382, 4.43846583 51.93071166)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,280,281,LineString,"{""captured_at"": 1652034247000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""OnTGsiR2xPMfbFrX1cElCY"", ""image_id"": 873214730152666, ""is_pano"": false, ""quality_score"": 0.5113698630136987}","LINESTRING (4.41802740 51.92292449, 4.41913247 51.92325532, 4.42016244 51.92364570, 4.43392754 51.92926945)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,281,282,LineString,"{""captured_at"": 1655978529000, ""creator_id"": 101587278753997, ""foot"": false, ""id"": ""6cLTB3UtSGHdeMgFIrwfiN"", ""image_id"": 326929066309346, ""is_pano"": false, ""quality_score"": 0.7245360000000002}","LINESTRING (4.42609549 51.91717421, 4.42551613 51.91783596, 4.42438960 51.91894767, 4.42368150 51.91998658, 4.42245841 51.92108501, 4.42154646 51.92224958, 4.42096710 51.92265320, 4.42026973 51.92297080, 4.41928267 51.92377803, 4.41862822 51.92449923, 4.41766262 51.92576958, 4.41590309 51.92738392, 4.41443324 51.92889897, 4.41313505 51.93037427, 4.41577435 51.93149891, 4.41607475 51.93173045, 4.41652536 51.93181645, 4.41695452 51.93196860, 4.41763043 51.93227952, 4.41945434 51.93298736)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,282,283,LineString,"{""captured_at"": 1652023111000, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""grDzBwCivWRTLklVAO2EQ5"", ""image_id"": 985598965479519, ""is_pano"": false, ""quality_score"": 0.5711764705882352}","LINESTRING (4.41205144 51.93067859, 4.41215873 51.93053966, 4.41210508 51.93045366, 4.41054940 51.92993102, 4.41017389 51.92977886, 4.41005588 51.92964655, 4.41051722 51.92926945, 4.41225529 51.92694064)",2026-05-20T08:29:37+00:00
mapillary,mapillary_mly1_public_vtp,13,13,4196,2708,https://tiles.mapillary.com/maps/vtp/mly1_public/2/13/4196/2708?access_token=MLY%7C8443722902364390%7C832fa01211e391f5fd88c8a6186d2ff8,sequence,283,284,LineString,"{""captured_at"": 1694959235749, ""creator_id"": 158325836319628, ""foot"": false, ""id"": ""xcPTaI3e9tg2hBpYD015mq"", ""image_id"": 836198324821296, ""is_pano"": false, ""quality_score"": 0.38539999999999996}","LINESTRING (4.43310142 51.93571936, 4.43707108 51.93227952, 4.43737149 51.93192229, 4.43733931 51.93146583, 4.43770409 51.93106890)",2026-05-20T08:29:37+00:00
